t,p,n,nu_0,mu,gamma,no_edges,bic value,precision,,,,,,,,precision_avg,recall,,,,,,,,recall_avg,F1,,,,,,,,F1_avg,Time(sec),mask_diag
8,65,2000,0.0005,0.07316807143427193,20,260.5,276140.9030424189,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.926829268292683,0.09433962264150944,0.09803921568627451,0.1282051282051282,0.0847457627118644,0.06944444444444445,0.10416666666666667,0.10416666666666667,0.0625,0.09090909090909091,0.16949152542372883,0.17857142857142855,0.22727272727272727,0.15625,0.12987012987012989,0.18867924528301885,0.18867924528301885,0.11320754716981132,0.1655773420479303,5.626070737838745,True
8,65,2000,0.0005,0.06669919663030122,20,270.5,276188.31999775046,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.926829268292683,0.09433962264150944,0.09803921568627451,0.1282051282051282,0.0847457627118644,0.06944444444444445,0.10416666666666667,0.10416666666666667,0.0625,0.09090909090909091,0.16949152542372883,0.17857142857142855,0.22727272727272727,0.15625,0.12987012987012989,0.18867924528301885,0.18867924528301885,0.11320754716981132,0.1655773420479303,5.695599794387817,True
8,65,2000,0.0005,0.06080224261649421,20,281.5,276429.8368582716,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.9318181818181818,0.09433962264150944,0.09803921568627451,0.15384615384615385,0.0847457627118644,0.06944444444444445,0.125,0.125,0.0625,0.09808612440191387,0.16949152542372883,0.17857142857142855,0.2666666666666667,0.15625,0.12987012987012989,0.2222222222222222,0.2222222222222222,0.11320754716981132,0.17748917748917747,5.746248245239258,True
8,65,2000,0.0005,0.05542664520663107,20,291.5,276674.46692970744,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9387755102040817,0.09433962264150944,0.11764705882352941,0.15384615384615385,0.1016949152542373,0.08333333333333333,0.14583333333333334,0.125,0.08333333333333333,0.11004784688995216,0.16949152542372883,0.21052631578947367,0.2666666666666667,0.18461538461538463,0.15384615384615385,0.2545454545454546,0.2222222222222222,0.14814814814814814,0.19700214132762314,5.7665605545043945,True
8,65,2000,0.0005,0.0505263106533568,20,306.5,276868.8536621552,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,5.8205015659332275,True
8,65,2000,0.0005,0.04605922041145104,20,307.5,276868.85364535276,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,5.905847787857056,True
8,65,2000,0.0005,0.0419870708444391,20,307.5,276868.85364535276,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,5.946452617645264,True
8,65,2000,0.0005,0.03827494478516311,20,307.5,276868.85364535276,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,5.979810476303101,True
8,65,2000,0.0005,0.034891012134067735,20,315.5,277063.23916230013,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,6.024776458740234,True
8,65,2000,0.0005,0.031806256927941194,20,348.5,277474.00872078736,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.9285714285714286,0.11320754716981132,0.13725490196078433,0.15384615384615385,0.11864406779661017,0.09722222222222222,0.14583333333333334,0.14583333333333334,0.10416666666666667,0.12440191387559808,0.2,0.24137931034482762,0.2608695652173913,0.21212121212121215,0.17721518987341772,0.2545454545454546,0.2545454545454546,0.18181818181818182,0.21940928270042193,6.051450252532959,True
8,65,2000,0.0005,0.028994228538828753,20,364.5,277848.642516547,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.7777777777777778,0.9444444444444444,0.1509433962264151,0.17647058823529413,0.20512820512820512,0.15254237288135594,0.125,0.1875,0.1875,0.14583333333333334,0.16267942583732056,0.25806451612903225,0.3,0.3333333333333333,0.2647058823529412,0.2222222222222222,0.3157894736842105,0.3157894736842105,0.24561403508771928,0.27755102040816326,6.131117582321167,True
8,65,2000,0.0005,0.026430814869741057,20,389.5,278285.347596591,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,0.9166666666666666,1.0,1.0,0.7272727272727273,0.9213483146067416,0.18867924528301888,0.19607843137254902,0.2564102564102564,0.1864406779661017,0.1527777777777778,0.22916666666666666,0.22916666666666666,0.16666666666666666,0.19617224880382775,0.3125,0.3225806451612903,0.3999999999999999,0.3142857142857143,0.2619047619047619,0.37288135593220334,0.37288135593220334,0.2711864406779661,0.3234714003944773,6.1420722007751465,True
8,65,2000,0.0005,0.024094035602395245,20,391.5,278285.34754082735,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,0.9166666666666666,1.0,1.0,0.7272727272727273,0.9213483146067416,0.18867924528301888,0.19607843137254902,0.2564102564102564,0.1864406779661017,0.1527777777777778,0.22916666666666666,0.22916666666666666,0.16666666666666666,0.19617224880382775,0.3125,0.3225806451612903,0.3999999999999999,0.3142857142857143,0.2619047619047619,0.37288135593220334,0.37288135593220334,0.2711864406779661,0.3234714003944773,6.204000473022461,True
8,65,2000,0.0005,0.02196385372416547,20,428.5,278592.09279747074,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,0.9166666666666666,1.0,1.0,0.7272727272727273,0.9213483146067416,0.18867924528301888,0.19607843137254902,0.2564102564102564,0.1864406779661017,0.1527777777777778,0.22916666666666666,0.22916666666666666,0.16666666666666666,0.19617224880382775,0.3125,0.3225806451612903,0.3999999999999999,0.3142857142857143,0.2619047619047619,0.37288135593220334,0.37288135593220334,0.2711864406779661,0.3234714003944773,6.207444190979004,True
8,65,2000,0.0005,0.020022003718155844,20,476.5,279714.1879453562,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.9285714285714286,1.0,1.0,0.7692307692307693,0.9333333333333333,0.22641509433962265,0.23529411764705882,0.3076923076923077,0.22033898305084745,0.18055555555555555,0.2708333333333333,0.2708333333333333,0.20833333333333334,0.23444976076555024,0.36363636363636365,0.375,0.4615384615384615,0.3611111111111111,0.3023255813953489,0.4262295081967213,0.4262295081967213,0.32786885245901637,0.37476099426386233,6.251251459121704,True
8,65,2000,0.0005,0.018251834943190423,20,508.5,280473.0192858986,0.9333333333333333,0.8666666666666667,0.9333333333333333,1.0,0.9375,1.0,1.0,0.8,0.9338842975206612,0.2641509433962264,0.2549019607843137,0.358974358974359,0.2542372881355932,0.20833333333333334,0.3125,0.3125,0.25,0.2703349282296651,0.411764705882353,0.3939393939393939,0.5185185185185185,0.4054054054054054,0.34090909090909094,0.47619047619047616,0.47619047619047616,0.38095238095238093,0.41929499072356224,6.287030458450317,True
8,65,2000,0.0005,0.01663816886076129,20,532.5,281056.1771791497,0.9333333333333333,0.8666666666666667,0.9333333333333333,1.0,0.9375,1.0,1.0,0.8,0.9338842975206612,0.2641509433962264,0.2549019607843137,0.358974358974359,0.2542372881355932,0.20833333333333334,0.3125,0.3125,0.25,0.2703349282296651,0.411764705882353,0.3939393939393939,0.5185185185185185,0.4054054054054054,0.34090909090909094,0.47619047619047616,0.47619047619047616,0.38095238095238093,0.41929499072356224,6.314026355743408,True
8,65,2000,0.0005,0.015167168884709226,20,573.5,281831.77195789205,0.8823529411764706,0.8235294117647058,0.8823529411764706,1.0,0.8947368421052632,0.9411764705882353,1.0,0.8235294117647058,0.9057971014492754,0.2830188679245283,0.27450980392156865,0.38461538461538464,0.288135593220339,0.2361111111111111,0.3333333333333333,0.3541666666666667,0.2916666666666667,0.29904306220095694,0.4285714285714286,0.4117647058823529,0.5357142857142858,0.4473684210526315,0.3736263736263737,0.49230769230769234,0.5230769230769231,0.4307692307692308,0.44964028776978415,6.331300258636475,True
8,65,2000,0.0005,0.013826221737646563,20,590.5,282220.7814620157,0.8888888888888888,0.8333333333333334,0.8888888888888888,1.0,0.9,0.9444444444444444,1.0,0.8333333333333334,0.910958904109589,0.3018867924528302,0.29411764705882354,0.41025641025641024,0.3050847457627119,0.25,0.3541666666666667,0.375,0.3125,0.3181818181818182,0.45070422535211263,0.4347826086956522,0.5614035087719298,0.4675324675324675,0.391304347826087,0.5151515151515151,0.5454545454545454,0.45454545454545453,0.4716312056737588,6.3636791706085205,True
8,65,2000,0.0005,0.012603829296797275,20,655.5,283461.0641288089,0.8947368421052632,0.8,0.8947368421052632,1.0,0.9047619047619048,0.9,1.0,0.8421052631578947,0.9038461538461539,0.32075471698113206,0.3137254901960784,0.4358974358974359,0.3220338983050847,0.2638888888888889,0.375,0.3958333333333333,0.3333333333333333,0.3373205741626794,0.47222222222222215,0.45070422535211263,0.5862068965517242,0.4871794871794871,0.4086021505376344,0.5294117647058825,0.5671641791044776,0.4776119402985075,0.4912891986062718,6.398765325546265,True
8,65,2000,0.0005,0.011489510001873086,20,702.5,284138.92845574685,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9545454545454546,0.875,0.9090909090909091,0.9545454545454546,0.8181818181818182,0.8707865168539326,0.33962264150943394,0.35294117647058826,0.46153846153846156,0.3559322033898305,0.2916666666666667,0.4166666666666667,0.4375,0.375,0.3708133971291866,0.48,0.49315068493150693,0.5901639344262295,0.5185185185185185,0.43750000000000006,0.5714285714285715,0.6,0.5142857142857142,0.5201342281879193,6.472069978713989,True
8,65,2000,0.0005,0.010473708979594498,20,763.5,285295.040838359,0.782608695652174,0.782608695652174,0.782608695652174,0.9130434782608695,0.875,0.8695652173913043,0.9130434782608695,0.782608695652174,0.8378378378378378,0.33962264150943394,0.35294117647058826,0.46153846153846156,0.3559322033898305,0.2916666666666667,0.4166666666666667,0.4375,0.375,0.3708133971291866,0.47368421052631576,0.48648648648648657,0.5806451612903226,0.5121951219512195,0.43750000000000006,0.5633802816901409,0.5915492957746479,0.5070422535211269,0.5140961857379768,6.461956739425659,True
8,65,2000,0.0005,0.009547716114208066,20,811.5,286229.9333768458,0.76,0.72,0.76,0.88,0.88,0.8,0.88,0.76,0.805,0.3584905660377358,0.35294117647058826,0.48717948717948717,0.3728813559322034,0.3055555555555556,0.4166666666666667,0.4583333333333333,0.3958333333333333,0.38516746411483255,0.48717948717948717,0.4736842105263158,0.59375,0.5238095238095238,0.45360824742268036,0.547945205479452,0.6027397260273972,0.5205479452054795,0.5210355987055016,6.485607624053955,True
8,65,2000,0.0005,0.008703591361485167,20,835.5,286855.4310432923,0.76,0.72,0.76,0.88,0.88,0.8,0.88,0.76,0.805,0.3584905660377358,0.35294117647058826,0.48717948717948717,0.3728813559322034,0.3055555555555556,0.4166666666666667,0.4583333333333333,0.3958333333333333,0.38516746411483255,0.48717948717948717,0.4736842105263158,0.59375,0.5238095238095238,0.45360824742268036,0.547945205479452,0.6027397260273972,0.5205479452054795,0.5210355987055016,6.466806650161743,True
8,65,2000,0.0005,0.007934096665797492,20,876.5,287291.147635304,0.76,0.72,0.76,0.88,0.88,0.8,0.88,0.76,0.805,0.3584905660377358,0.35294117647058826,0.48717948717948717,0.3728813559322034,0.3055555555555556,0.4166666666666667,0.4583333333333333,0.3958333333333333,0.38516746411483255,0.48717948717948717,0.4736842105263158,0.59375,0.5238095238095238,0.45360824742268036,0.547945205479452,0.6027397260273972,0.5205479452054795,0.5210355987055016,6.5274834632873535,True
8,65,2000,0.0005,0.007232633896483534,20,924.5,288113.733941987,0.7692307692307693,0.7307692307692307,0.7692307692307693,0.8846153846153846,0.8846153846153846,0.8076923076923077,0.8846153846153846,0.7692307692307693,0.8125,0.37735849056603776,0.37254901960784315,0.5128205128205128,0.3898305084745763,0.3194444444444444,0.4375,0.4791666666666667,0.4166666666666667,0.4043062200956938,0.5063291139240507,0.49350649350649345,0.6153846153846154,0.5411764705882353,0.4693877551020407,0.5675675675675675,0.6216216216216216,0.5405405405405406,0.5399361022364217,6.5379557609558105,True
8,65,2000,0.0005,0.006593188271333541,20,977.5,289371.406846148,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.8275862068965517,0.8275862068965517,0.7586206896551724,0.8275862068965517,0.7333333333333333,0.7639484978540773,0.39622641509433965,0.39215686274509803,0.5384615384615384,0.4067796610169492,0.3333333333333333,0.4583333333333333,0.5,0.4583333333333333,0.4258373205741627,0.5121951219512195,0.5,0.6176470588235294,0.5454545454545454,0.4752475247524752,0.5714285714285715,0.6233766233766235,0.5641025641025641,0.5468509984639017,6.5483105182647705,True
8,65,2000,0.0005,0.006010276782070388,20,1001.5,289467.67340171436,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.8275862068965517,0.8275862068965517,0.7586206896551724,0.8275862068965517,0.7333333333333333,0.7639484978540773,0.39622641509433965,0.39215686274509803,0.5384615384615384,0.4067796610169492,0.3333333333333333,0.4583333333333333,0.5,0.4583333333333333,0.4258373205741627,0.5121951219512195,0.5,0.6176470588235294,0.5454545454545454,0.4752475247524752,0.5714285714285715,0.6233766233766235,0.5641025641025641,0.5468509984639017,6.571344614028931,True
8,65,2000,0.0005,0.005478901179593945,20,1024.5,290208.63835241646,0.7419354838709677,0.7,0.7333333333333333,0.8333333333333334,0.8333333333333334,0.7666666666666667,0.8333333333333334,0.7419354838709677,0.7727272727272727,0.4339622641509434,0.4117647058823529,0.5641025641025641,0.423728813559322,0.3472222222222222,0.4791666666666667,0.5208333333333334,0.4791666666666667,0.4473684210526316,0.5476190476190477,0.5185185185185185,0.6376811594202899,0.5617977528089888,0.49019607843137253,0.5897435897435898,0.6410256410256411,0.5822784810126582,0.5666666666666667,6.610727787017822,True
8,65,2000,0.0005,0.00499450511585514,20,1066.5,290208.6366917173,0.696969696969697,0.696969696969697,0.6875,0.8125,0.8125,0.75,0.78125,0.7272727272727273,0.7451737451737451,0.4339622641509434,0.45098039215686275,0.5641025641025641,0.4406779661016949,0.3611111111111111,0.5,0.5208333333333334,0.5,0.46172248803827753,0.5348837209302327,0.5476190476190477,0.619718309859155,0.5714285714285714,0.5,0.6,0.625,0.5925925925925926,0.5701624815361891,6.5929975509643555,True
8,65,2000,0.0005,0.004552935074866948,20,1148.5,290692.4307750995,0.6857142857142857,0.6857142857142857,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.7428571428571429,0.7941176470588235,0.7428571428571429,0.75,0.4528301886792453,0.47058823529411764,0.6153846153846154,0.4745762711864407,0.3888888888888889,0.5416666666666666,0.5625,0.5416666666666666,0.49521531100478466,0.5454545454545454,0.558139534883721,0.6575342465753424,0.6021505376344086,0.5283018867924528,0.6265060240963857,0.6585365853658537,0.6265060240963857,0.5965417867435159,6.575332164764404,True
8,65,2000,0.0005,0.004150404757850472,20,1220.5,291535.16076371307,0.6756756756756757,0.6842105263157895,0.7027027027027027,0.8108108108108109,0.8108108108108109,0.7368421052631579,0.7837837837837838,0.7105263157894737,0.7391304347826086,0.4716981132075472,0.5098039215686274,0.6666666666666666,0.5084745762711864,0.4166666666666667,0.5833333333333334,0.6041666666666666,0.5625,0.5287081339712919,0.5555555555555556,0.5842696629213484,0.6842105263157895,0.6249999999999999,0.5504587155963303,0.6511627906976745,0.6823529411764706,0.627906976744186,0.6164574616457461,6.630163192749023,True
8,65,2000,0.0005,0.003783462617131925,20,1297.5,292577.73897461966,0.65,0.6585365853658537,0.675,0.775,0.775,0.7073170731707317,0.75,0.6829268292682927,0.7089783281733746,0.49056603773584906,0.5294117647058824,0.6923076923076923,0.5254237288135594,0.4305555555555556,0.6041666666666666,0.625,0.5833333333333334,0.5478468899521531,0.5591397849462365,0.5869565217391304,0.6835443037974683,0.6262626262626263,0.5535714285714286,0.6516853932584269,0.6818181818181818,0.6292134831460675,0.6180836707152497,6.657346725463867,True
8,65,2000,0.0005,0.0034489622604057598,20,1393.5,293006.3909895851,0.6428571428571429,0.6666666666666666,0.6829268292682927,0.7804878048780488,0.7804878048780488,0.7142857142857143,0.7560975609756098,0.6904761904761905,0.713855421686747,0.5094339622641509,0.5490196078431373,0.717948717948718,0.5423728813559322,0.4444444444444444,0.625,0.6458333333333334,0.6041666666666666,0.5669856459330144,0.568421052631579,0.6021505376344086,0.7000000000000001,0.64,0.5663716814159292,0.6666666666666666,0.6966292134831461,0.6444444444444444,0.632,6.631166458129883,True
8,65,2000,0.0005,0.0031440354715915,20,1477.5,293175.740627064,0.6444444444444445,0.6444444444444445,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.6808510638297872,0.75,0.6888888888888889,0.7039106145251397,0.5471698113207547,0.5686274509803921,0.7692307692307693,0.576271186440678,0.4722222222222222,0.6666666666666666,0.6875,0.6458333333333334,0.6028708133971292,0.5918367346938775,0.6041666666666666,0.7228915662650602,0.6601941747572816,0.5862068965517242,0.6736842105263158,0.717391304347826,0.6666666666666667,0.6494845360824743,6.64539909362793,True
8,65,2000,0.0005,0.0028660676169482502,20,1518.5,294050.1581316005,0.6444444444444445,0.6304347826086957,0.6521739130434783,0.7727272727272727,0.7727272727272727,0.6666666666666666,0.75,0.6739130434782609,0.6942148760330579,0.5471698113207547,0.5686274509803921,0.7692307692307693,0.576271186440678,0.4722222222222222,0.6666666666666666,0.6875,0.6458333333333334,0.6028708133971292,0.5918367346938775,0.5979381443298969,0.7058823529411764,0.6601941747572816,0.5862068965517242,0.6666666666666666,0.717391304347826,0.6595744680851064,0.645326504481434,6.663864612579346,True
8,65,2000,0.0005,0.0026126752255633263,20,1573.5,293753.38031404396,0.6382978723404256,0.6078431372549019,0.625,0.7608695652173914,0.7446808510638298,0.64,0.7391304347826086,0.6666666666666666,0.6762402088772846,0.5660377358490566,0.6078431372549019,0.7692307692307693,0.5932203389830508,0.4861111111111111,0.6666666666666666,0.7083333333333334,0.6666666666666666,0.6196172248803827,0.6,0.6078431372549019,0.6896551724137931,0.6666666666666667,0.5882352941176471,0.6530612244897959,0.723404255319149,0.6666666666666666,0.6466916354556804,6.6636669635772705,True
8,65,2000,0.0005,0.002381685551976156,20,1634.5,294453.41177628504,0.64,0.5818181818181818,0.5882352941176471,0.7551020408163265,0.74,0.6296296296296297,0.7346938775510204,0.6666666666666666,0.6650366748166259,0.6037735849056604,0.6274509803921569,0.7692307692307693,0.6271186440677966,0.5138888888888888,0.7083333333333334,0.75,0.7083333333333334,0.6507177033492823,0.6213592233009708,0.6037735849056604,0.6666666666666667,0.6851851851851852,0.6065573770491802,0.6666666666666667,0.7422680412371135,0.6868686868686869,0.6577992744860943,6.687309980392456,True
8,65,2000,0.0005,0.002171117945694505,20,1713.5,294859.98670665384,0.6296296296296297,0.5517241379310345,0.5925925925925926,0.75,0.7358490566037735,0.5932203389830508,0.7307692307692307,0.660377358490566,0.6528735632183909,0.6415094339622641,0.6274509803921569,0.8205128205128205,0.6610169491525424,0.5416666666666666,0.7291666666666666,0.7916666666666666,0.7291666666666666,0.6794258373205742,0.6355140186915889,0.5871559633027523,0.6881720430107526,0.7027027027027027,0.624,0.6542056074766355,0.76,0.693069306930693,0.6658851113716295,6.737931728363037,True
8,65,2000,0.0005,0.0019791668678535573,20,1814.5,296598.38201985916,0.5932203389830508,0.532258064516129,0.559322033898305,0.7017543859649122,0.6896551724137931,0.5714285714285714,0.6842105263157895,0.6206896551724138,0.6173361522198731,0.660377358490566,0.6470588235294118,0.8461538461538461,0.6779661016949152,0.5555555555555556,0.75,0.8125,0.75,0.6985645933014354,0.625,0.5840707964601771,0.673469387755102,0.689655172413793,0.6153846153846154,0.6486486486486486,0.742857142857143,0.679245283018868,0.6554433221099888,6.769144773483276,True
8,65,2000,0.0005,0.0018041864093920718,20,1892.5,296937.2785145284,0.578125,0.5303030303030303,0.53125,0.6774193548387096,0.6825396825396826,0.5757575757575758,0.6612903225806451,0.5714285714285714,0.6,0.6981132075471698,0.6862745098039216,0.8717948717948718,0.711864406779661,0.5972222222222222,0.7916666666666666,0.8541666666666666,0.75,0.7320574162679426,0.6324786324786325,0.5982905982905983,0.6601941747572816,0.6942148760330579,0.6370370370370372,0.6666666666666667,0.7454545454545455,0.6486486486486486,0.6594827586206897,6.765408992767334,True
8,65,2000,0.0005,0.0016446761779946627,20,1945.5,297858.9086324042,0.5588235294117647,0.5072463768115942,0.4927536231884058,0.6615384615384615,0.6666666666666666,0.5671641791044776,0.6212121212121212,0.5606060606060606,0.5783582089552238,0.7169811320754716,0.6862745098039216,0.8717948717948718,0.7288135593220338,0.6111111111111112,0.7916666666666666,0.8541666666666666,0.7708333333333334,0.7416267942583732,0.6280991735537189,0.5833333333333334,0.6296296296296297,0.6935483870967741,0.6376811594202899,0.6608695652173913,0.7192982456140351,0.6491228070175438,0.649895178197065,6.783383369445801,True
